ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered
M18385110,VEH_1008,2,D_279,2023-05-01 08:35,205.41,60,2023-05-01 13:00,Yes
20230501B467929_001,VEH_1008,3,D_37,2023-05-01 13:57,0,60,2023-05-01 14:57,Yes
,VEH_1008,4,O_673,2023-05-01 15:52,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1017,1,O_673,2023-05-01 07:00,0,,,
20230501B467924_001,VEH_1017,2,D_37,2023-05-01 07:57,243.32,60,2023-05-01 13:00,Yes
20230501B467853_001,VEH_1017,3,D_37,2023-05-01 13:00,0,60,2023-05-01 14:00,Yes
,VEH_1017,4,O_673,2023-05-01 14:54,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1106,1,O_770,2023-05-01 07:00,0,,,
MF2305306378249,VEH_1106,2,D_1282,2023-05-01 09:06,173.55,60,2023-05-01 13:00,Yes
,VEH_1106,3,O_770,2023-05-01 15:07,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_50,1,O_9,2023-05-01 08:00,0,,,
20230501B467776_001,VEH_50,2,D_108,2023-05-01 11:57,62.92,60,2023-05-01 14:00,Yes
20230501B467780_001,VEH_50,3,D_108,2023-05-01 14:00,0,60,2023-05-01 15:00,Yes
,VEH_50,4,O_9,2023-05-01 19:00,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_40,1,O_9,2023-05-01 08:00,0,,,
20230501B467784_001,VEH_40,2,D_108,2023-05-01 11:57,62.92,60,2023-05-01 14:00,Yes
M18384761,VEH_40,3,D_263,2023-05-01 18:11,1129.24,60,2023-05-02 14:00,Yes
,VEH_40,4,O_9,2023-05-02 14:23,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_74,1,O_11,2023-05-01 08:00,0,,,
20230501B468191_001,VEH_74,2,D_108,2023-05-01 08:58,241.59,60,2023-05-01 14:00,Yes
20230501B467942_001,VEH_74,3,D_108,2023-05-01 14:00,0,60,2023-05-01 15:00,Yes
20230501B468187_001,VEH_74,4,D_108,2023-05-01 15:00,0,60,2023-05-01 16:00,Yes
,VEH_74,5,O_11,2023-05-01 16:55,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_87,1,O_11,2023-05-01 08:00,0,,,
20230501B468195_001,VEH_87,2,D_108,2023-05-01 08:58,241.59,60,2023-05-01 14:00,Yes
,VEH_87,3,O_11,2023-05-01 14:55,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_68,1,O_11,2023-05-01 08:00,0,,,
N_20230501858775,VEH_68,2,D_179,2023-05-01 08:32,267.63,60,2023-05-01 14:00,Yes
,VEH_68,3,O_11,2023-05-01 14:40,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_73,1,O_11,2023-05-01 08:00,0,,,
20230501B467151_001,VEH_73,2,D_108,2023-05-01 08:58,241.59,60,2023-05-01 14:00,Yes
20230501B467505_001,VEH_73,3,D_179,2023-05-01 14:47,0,60,2023-05-01 15:47,Yes
,VEH_73,4,O_11,2023-05-01 16:27,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_70,1,O_11,2023-05-01 08:00,0,,,
20230501B468221_001,VEH_70,2,D_108,2023-05-01 08:58,241.59,60,2023-05-01 14:00,Yes
20230501B467093_001,VEH_70,3,D_108,2023-05-01 14:00,0,60,2023-05-01 15:00,Yes
,VEH_70,4,O_11,2023-05-01 15:55,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_94,1,O_11,2023-05-01 08:00,0,,,
20230501B467460_001,VEH_94,2,D_108,2023-05-01 08:58,241.59,60,2023-05-01 14:00,Yes
20230501B468199_001,VEH_94,3,D_108,2023-05-01 14:00,0,60,2023-05-01 15:00,Yes
,VEH_94,4,O_11,2023-05-01 15:55,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_108,1,O_34,2023-05-01 08:00,0,,,
20230501B467736_001,VEH_108,2,D_108,2023-05-01 09:54,186.06,60,2023-05-01 14:00,Yes
,VEH_108,3,O_34,2023-05-01 15:54,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_128,1,O_45,2023-05-01 08:00,0,,,
MF2305306378255,VEH_128,2,D_1728,2023-05-01 09:53,186.51,60,2023-05-01 14:00,Yes
,VEH_128,3,O_45,2023-05-01 15:50,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_165,1,O_50,2023-05-01 08:00,0,,,
20230501B468089_001,VEH_165,2,D_108,2023-05-01 11:11,109.35,60,2023-05-01 14:00,Yes
20230501B467797_001,VEH_165,3,D_108,2023-05-01 14:00,0,60,2023-05-01 15:00,Yes
,VEH_165,4,O_50,2023-05-01 18:10,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_175,1,O_50,2023-05-01 08:00,0,,,
MF2305116279511,VEH_175,2,D_1271,2023-05-01 11:50,70.17,60,2023-05-01 14:00,Yes
MF2305116279526,VEH_175,3,D_1524,2023-05-01 17:24,0,60,2023-05-01 18:24,Yes
,VEH_175,4,O_50,2023-05-01 19:24,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_178,1,O_62,2023-05-01 08:00,0,,,
M18386975,VEH_178,2,D_273,2023-05-01 08:41,259.26,60,2023-05-01 14:00,Yes
,VEH_178,3,O_62,2023-05-01 14:43,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_184,1,O_62,2023-05-01 08:00,0,,,
M18384919,VEH_184,2,D_266,2023-05-01 08:30,270.04,60,2023-05-01 14:00,Yes
,VEH_184,3,O_62,2023-05-01 14:32,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_180,1,O_62,2023-05-01 08:00,0,,,
20230501B467999_001,VEH_180,2,D_108,2023-05-01 08:50,249.92,60,2023-05-01 14:00,Yes
,VEH_180,3,O_62,2023-05-01 14:51,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_193,1,O_62,2023-05-01 08:00,0,,,
20230501B468003_001,VEH_193,2,D_108,2023-05-01 08:50,249.92,60,2023-05-01 14:00,Yes
,VEH_193,3,O_62,2023-05-01 14:51,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_198,1,O_62,2023-05-01 08:00,0,,,
M18385551,VEH_198,2,D_273,2023-05-01 08:41,259.26,60,2023-05-01 14:00,Yes
,VEH_198,3,O_62,2023-05-01 14:43,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_204,1,O_70,2023-05-01 08:00,0,,,
20230501B468035_001,VEH_204,2,D_108,2023-05-01 11:01,118.56,60,2023-05-01 14:00,Yes
,VEH_204,3,O_70,2023-05-01 16:52,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_227,1,O_123,2023-05-01 08:00,0,,,
20230501B468384_001,VEH_227,2,D_108,2023-05-01 11:03,116.85,60,2023-05-01 14:00,Yes
,VEH_227,3,O_123,2023-05-01 16:57,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_286,1,O_144,2023-05-01 08:00,0,,,
M18385441,VEH_286,2,D_316,2023-05-01 10:16,163.7,60,2023-05-01 14:00,Yes
,VEH_286,3,O_144,2023-05-01 16:18,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_292,1,O_144,2023-05-01 08:00,0,,,
M18385461,VEH_292,2,D_333,2023-05-01 09:40,199.78,60,2023-05-01 14:00,Yes
M18385436,VEH_292,3,D_313,2023-05-01 15:10,0,60,2023-05-01 16:10,Yes
M18385467,VEH_292,4,D_336,2023-05-01 19:36,1043.7,60,2023-05-02 14:00,Yes
,VEH_292,5,O_144,2023-05-02 15:56,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_288,1,O_144,2023-05-01 08:00,0,,,
M18385448,VEH_288,2,D_322,2023-05-01 09:58,182.24,60,2023-05-01 14:00,Yes
,VEH_288,3,O_144,2023-05-01 15:50,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_345,1,O_174,2023-05-01 08:00,0,,,
20230501B468316_001,VEH_345,2,D_108,2023-05-01 08:31,269.0,60,2023-05-01 14:00,Yes
20230501B468321_001,VEH_345,3,D_108,2023-05-01 14:00,0,60,2023-05-01 15:00,Yes
,VEH_345,4,O_174,2023-05-01 15:27,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_337,1,O_174,2023-05-01 08:00,0,,,
20230501B468115_001,VEH_337,2,D_108,2023-05-01 08:31,269.0,60,2023-05-01 14:00,Yes
,VEH_337,3,O_174,2023-05-01 14:27,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_340,1,O_174,2023-05-01 08:00,0,,,
20230501B468119_001,VEH_340,2,D_108,2023-05-01 08:31,269.0,60,2023-05-01 14:00,Yes
,VEH_340,3,O_174,2023-05-01 14:27,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_375,1,O_179,2023-05-01 08:00,0,,,
20230501B467821_001,VEH_375,2,D_108,2023-05-01 09:28,211.84,60,2023-05-01 14:00,Yes
MF2305016189698,VEH_375,3,D_1204,2023-05-01 17:02,0,60,2023-05-01 18:02,Yes
20230501B468063_001,VEH_375,4,D_108,2023-05-01 21:11,948.78,60,2023-05-02 14:00,Yes
,VEH_375,5,O_179,2023-05-02 15:26,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_369,1,O_179,2023-05-01 08:00,0,,,
MF2305096266772,VEH_369,2,D_1778,2023-05-01 08:18,281.97,60,2023-05-01 14:00,Yes
,VEH_369,3,O_179,2023-05-01 14:18,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_379,1,O_179,2023-05-01 08:00,0,,,
MF2305016189707,VEH_379,2,D_1208,2023-05-01 09:30,210.43,60,2023-05-01 14:00,Yes
,VEH_379,3,O_179,2023-05-01 15:29,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_452,1,O_243,2023-05-01 08:00,0,,,
20230501B468015_001,VEH_452,2,D_108,2023-05-01 09:31,208.94,60,2023-05-01 14:00,Yes
20230501B467753_001,VEH_452,3,D_108,2023-05-01 14:00,0,60,2023-05-01 15:00,Yes
,VEH_452,4,O_243,2023-05-01 16:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_446,1,O_243,2023-05-01 08:00,0,,,
20230501B467722_001,VEH_446,2,D_108,2023-05-01 09:31,208.94,60,2023-05-01 14:00,Yes
,VEH_446,3,O_243,2023-05-01 15:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_437,1,O_243,2023-05-01 08:00,0,,,
20230501B467749_001,VEH_437,2,D_108,2023-05-01 09:31,208.94,60,2023-05-01 14:00,Yes
20230501B467710_001,VEH_437,3,D_108,2023-05-01 14:00,0,60,2023-05-01 15:00,Yes
,VEH_437,4,O_243,2023-05-01 16:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_459,1,O_243,2023-05-01 08:00,0,,,
20230501B468094_001,VEH_459,2,D_108,2023-05-01 09:31,208.94,60,2023-05-01 14:00,Yes
20230501B468047_001,VEH_459,3,D_108,2023-05-01 14:00,0,60,2023-05-01 15:00,Yes
,VEH_459,4,O_243,2023-05-01 16:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_417,1,O_243,2023-05-01 08:00,0,,,
20230501B468039_001,VEH_417,2,D_108,2023-05-01 09:31,208.94,60,2023-05-01 14:00,Yes
N_20230501858602,VEH_417,3,D_108,2023-05-01 14:00,0,60,2023-05-01 15:00,Yes
,VEH_417,4,O_243,2023-05-01 16:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_450,1,O_243,2023-05-01 08:00,0,,,
20230501B468111_001,VEH_450,2,D_108,2023-05-01 09:31,208.94,60,2023-05-01 14:00,Yes
20230501B467936_001,VEH_450,3,D_108,2023-05-01 14:00,0,60,2023-05-01 15:00,Yes
,VEH_450,4,O_243,2023-05-01 16:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_472,1,O_243,2023-05-01 08:00,0,,,
N_20230501842175,VEH_472,2,D_108,2023-05-01 09:31,208.94,60,2023-05-01 14:00,Yes
20230501B467714_001,VEH_472,3,D_108,2023-05-01 14:00,0,60,2023-05-01 15:00,Yes
,VEH_472,4,O_243,2023-05-01 16:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_438,1,O_243,2023-05-01 08:00,0,,,
20230501B468208_001,VEH_438,2,D_108,2023-05-01 09:31,208.94,60,2023-05-01 14:00,Yes
20230501B467195_001,VEH_438,3,D_7,2023-05-01 15:11,0,60,2023-05-01 16:11,Yes
,VEH_438,4,O_243,2023-05-01 16:59,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_532,1,O_323,2023-05-01 08:00,0,,,
20230501B467904_001,VEH_532,2,D_108,2023-05-01 10:40,139.73,60,2023-05-01 14:00,Yes
,VEH_532,3,O_323,2023-05-01 16:41,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_592,1,O_326,2023-05-01 08:00,0,,,
20230501B468215_003,VEH_592,2,D_108,2023-05-01 08:53,247.39,60,2023-05-01 14:00,Yes
20230501B468157_001,VEH_592,3,D_108,2023-05-01 14:00,0,60,2023-05-01 15:00,Yes
,VEH_592,4,O_326,2023-05-01 15:53,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_571,1,O_326,2023-05-01 08:00,0,,,
20230501B467167_001,VEH_571,2,D_108,2023-05-01 08:53,247.39,60,2023-05-01 14:00,Yes
,VEH_571,3,O_326,2023-05-01 14:53,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_598,1,O_326,2023-05-01 08:00,0,,,
MF2305126290579,VEH_598,2,D_2008,2023-05-01 09:29,211.38,60,2023-05-01 14:00,Yes
MF2305126290591,VEH_598,3,D_2010,2023-05-01 14:58,0,60,2023-05-01 15:58,Yes
,VEH_598,4,O_326,2023-05-01 16:34,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_582,1,O_326,2023-05-01 08:00,0,,,
20230501B468161_001,VEH_582,2,D_108,2023-05-01 08:53,247.39,60,2023-05-01 14:00,Yes
,VEH_582,3,O_326,2023-05-01 14:53,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_560,1,O_326,2023-05-01 08:00,0,,,
MF2305126290571,VEH_560,2,D_1404,2023-05-01 08:53,247.03,60,2023-05-01 14:00,Yes
,VEH_560,3,O_326,2023-05-01 14:44,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_578,1,O_326,2023-05-01 08:00,0,,,
20230501B468081_001,VEH_578,2,D_108,2023-05-01 08:53,247.39,60,2023-05-01 14:00,Yes
,VEH_578,3,O_326,2023-05-01 14:53,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_603,1,O_326,2023-05-01 08:00,0,,,
MF2305126290611,VEH_603,2,D_1414,2023-05-01 08:35,265.42,60,2023-05-01 14:00,Yes
MF2305126290599,VEH_603,3,D_1658,2023-05-01 15:20,0,60,2023-05-01 16:20,Yes
,VEH_603,4,O_326,2023-05-01 18:03,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_585,1,O_326,2023-05-01 08:00,0,,,
20230501B468346_001,VEH_585,2,D_108,2023-05-01 08:53,247.39,60,2023-05-01 14:00,Yes
,VEH_585,3,O_326,2023-05-01 14:53,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_639,1,O_349,2023-05-01 08:00,0,,,
M18386689,VEH_639,2,D_295,2023-05-01 08:52,248.36,60,2023-05-01 14:00,Yes
M18385561,VEH_639,3,D_313,2023-05-01 17:07,0,60,2023-05-01 18:07,Yes
,VEH_639,4,O_349,2023-05-01 20:31,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_659,1,O_352,2023-05-01 08:00,0,,,
20230501B468268_001,VEH_659,2,D_108,2023-05-01 10:41,139.37,60,2023-05-01 14:00,Yes
,VEH_659,3,O_352,2023-05-01 16:38,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_688,1,O_376,2023-05-01 08:00,0,,,
20230501B467923_001,VEH_688,2,D_108,2023-05-01 11:10,110.04,60,2023-05-01 14:00,Yes
MF2305186334061,VEH_688,3,D_2228,2023-05-01 17:41,0,60,2023-05-01 18:41,Yes
,VEH_688,4,O_376,2023-05-01 19:58,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_734,1,O_448,2023-05-01 08:00,0,,,
MF2305266367738,VEH_734,2,D_2643,2023-05-01 10:45,134.71,60,2023-05-01 14:00,Yes
,VEH_734,3,O_448,2023-05-01 16:45,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_787,1,O_466,2023-05-01 08:00,0,,,
20230501B468380_001,VEH_787,2,D_108,2023-05-01 11:38,82.47,60,2023-05-01 14:00,Yes
,VEH_787,3,O_466,2023-05-01 17:34,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_837,1,O_578,2023-05-01 08:00,0,,,
MF2305056258381,VEH_837,2,D_1609,2023-05-01 10:22,158.47,60,2023-05-01 14:00,Yes
,VEH_837,3,O_578,2023-05-01 15:58,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_852,1,O_580,2023-05-01 08:00,0,,,
20230501B468153_001,VEH_852,2,D_108,2023-05-01 09:10,230.02,60,2023-05-01 14:00,Yes
,VEH_852,3,O_580,2023-05-01 15:01,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_915,1,O_603,2023-05-01 08:00,0,,,
20230501B468226_001,VEH_915,2,D_108,2023-05-01 09:02,237.92,60,2023-05-01 14:00,Yes
,VEH_915,3,O_603,2023-05-01 15:02,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_902,1,O_603,2023-05-01 08:00,0,,,
20230501B468230_001,VEH_902,2,D_108,2023-05-01 09:02,237.92,60,2023-05-01 14:00,Yes
,VEH_902,3,O_603,2023-05-01 15:02,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_914,1,O_603,2023-05-01 08:00,0,,,
20230501B468183_001,VEH_914,2,D_108,2023-05-01 09:02,237.92,60,2023-05-01 14:00,Yes
,VEH_914,3,O_603,2023-05-01 15:02,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_907,1,O_603,2023-05-01 08:00,0,,,
20230501B467918_001,VEH_907,2,D_108,2023-05-01 09:02,237.92,60,2023-05-01 14:00,Yes
,VEH_907,3,O_603,2023-05-01 15:02,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_932,1,O_629,2023-05-01 08:00,0,,,
20230501B468043_001,VEH_932,2,D_108,2023-05-01 09:11,228.74,60,2023-05-01 14:00,Yes
,VEH_932,3,O_629,2023-05-01 15:09,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1003,1,O_673,2023-05-01 08:00,0,,,
20230501B468007_001,VEH_1003,2,D_108,2023-05-01 09:26,214.33,60,2023-05-01 14:00,Yes
20230501B467835_001,VEH_1003,3,D_108,2023-05-01 14:00,0,60,2023-05-01 15:00,Yes
,VEH_1003,4,O_673,2023-05-01 16:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1004,1,O_673,2023-05-01 08:00,0,,,
20230501B467893_001,VEH_1004,2,D_108,2023-05-01 09:26,214.33,60,2023-05-01 14:00,Yes
20230501B467866_001,VEH_1004,3,D_108,2023-05-01 14:00,0,60,2023-05-01 15:00,Yes
,VEH_1004,4,O_673,2023-05-01 16:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1022,1,O_673,2023-05-01 08:00,0,,,
M18385409,VEH_1022,2,D_273,2023-05-01 09:21,218.52,60,2023-05-01 14:00,Yes
20230501B467969_001,VEH_1022,3,D_108,2023-05-01 14:50,0,60,2023-05-01 15:50,Yes
,VEH_1022,4,O_673,2023-05-01 17:20,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1005,1,O_673,2023-05-01 08:00,0,,,
M18385654,VEH_1005,2,D_327,2023-05-01 08:20,280.23,60,2023-05-01 14:00,Yes
20230501B467965_001,VEH_1005,3,D_108,2023-05-01 15:28,0,60,2023-05-01 16:28,Yes
,VEH_1005,4,O_673,2023-05-01 17:58,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1002,1,O_673,2023-05-01 08:00,0,,,
M18385650,VEH_1002,2,D_273,2023-05-01 09:21,218.52,60,2023-05-01 14:00,Yes
20230501B467825_001,VEH_1002,3,D_108,2023-05-01 14:50,0,60,2023-05-01 15:50,Yes
,VEH_1002,4,O_673,2023-05-01 17:20,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1009,1,O_673,2023-05-01 08:00,0,,,
20230501B468243_001,VEH_1009,2,D_7,2023-05-01 08:38,262.29,60,2023-05-01 14:00,Yes
,VEH_1009,3,O_673,2023-05-01 14:36,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_973,1,O_673,2023-05-01 08:00,0,,,
20230501B467829_001,VEH_973,2,D_7,2023-05-01 08:38,262.29,60,2023-05-01 14:00,Yes
,VEH_973,3,O_673,2023-05-01 14:36,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_962,1,O_673,2023-05-01 08:00,0,,,
20230501B467664_001,VEH_962,2,D_7,2023-05-01 08:38,262.29,60,2023-05-01 14:00,Yes
,VEH_962,3,O_673,2023-05-01 14:36,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_998,1,O_673,2023-05-01 08:00,0,,,
M18385659,VEH_998,2,D_373,2023-05-01 10:17,162.54,60,2023-05-01 14:00,Yes
,VEH_998,3,O_673,2023-05-01 16:40,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1010,1,O_673,2023-05-01 08:00,0,,,
20230501B467888_001,VEH_1010,2,D_108,2023-05-01 09:26,214.33,60,2023-05-01 14:00,Yes
,VEH_1010,3,O_673,2023-05-01 15:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1032,1,O_685,2023-05-01 08:00,0,,,
20230501B468354_001,VEH_1032,2,D_108,2023-05-01 12:24,35.97,60,2023-05-01 14:00,Yes
,VEH_1032,3,O_685,2023-05-01 18:22,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_14,1,O_9,2023-05-01 10:00,0,,,
M18385276,VEH_14,2,D_282,2023-05-01 11:19,221.34,60,2023-05-01 16:00,Yes
,VEH_14,3,O_9,2023-05-01 17:19,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_53,1,O_11,2023-05-01 10:00,0,,,
M18385393,VEH_53,2,D_291,2023-05-01 10:44,255.85,60,2023-05-01 16:00,Yes
,VEH_53,3,O_11,2023-05-01 16:52,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_157,1,O_50,2023-05-01 10:00,0,,,
MF2305116280528,VEH_157,2,D_1842,2023-05-01 10:46,254.22,60,2023-05-01 16:00,Yes
,VEH_157,3,O_50,2023-05-01 16:46,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_167,1,O_50,2023-05-01 10:00,0,,,
MF2305116280564,VEH_167,2,D_1842,2023-05-01 10:46,254.22,60,2023-05-01 16:00,Yes
,VEH_167,3,O_50,2023-05-01 16:46,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_169,1,O_50,2023-05-01 10:00,0,,,
MF2305116280546,VEH_169,2,D_1842,2023-05-01 10:46,254.22,60,2023-05-01 16:00,Yes
,VEH_169,3,O_50,2023-05-01 16:46,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_187,1,O_62,2023-05-01 10:00,0,,,
M18385538,VEH_187,2,D_359,2023-05-01 10:48,252.5,60,2023-05-01 16:00,Yes
,VEH_187,3,O_62,2023-05-01 16:45,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_182,1,O_62,2023-05-01 10:00,0,,,
M18384920,VEH_182,2,D_267,2023-05-01 11:07,232.59,60,2023-05-01 16:00,Yes
M18386902,VEH_182,3,D_362,2023-05-01 17:54,0,60,2023-05-01 18:54,Yes
,VEH_182,4,O_62,2023-05-01 19:40,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_281,1,O_144,2023-05-01 10:00,0,,,
M18385622,VEH_281,2,D_337,2023-05-01 12:05,174.58,60,2023-05-01 16:00,Yes
M18385437,VEH_281,3,D_314,2023-05-01 17:27,0,60,2023-05-01 18:27,Yes
,VEH_281,4,O_144,2023-05-01 19:58,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_297,1,O_144,2023-05-01 10:00,0,,,
M18386983,VEH_297,2,D_425,2023-05-01 12:50,130.26,60,2023-05-01 16:00,Yes
M18386265,VEH_297,3,D_362,2023-05-01 16:39,0,60,2023-05-01 17:39,Yes
,VEH_297,4,O_144,2023-05-01 20:03,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_299,1,O_144,2023-05-01 10:00,0,,,
M18385472,VEH_299,2,D_337,2023-05-01 12:05,174.58,60,2023-05-01 16:00,Yes
M18385449,VEH_299,3,D_323,2023-05-01 16:52,0,60,2023-05-01 17:52,Yes
,VEH_299,4,O_144,2023-05-01 19:34,0,60,,temp
