ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered
,VEH_48,5,O_243,2023-05-02 02:40,0,1660.4,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_50,1,O_243,2023-05-01 00:00,0,Null,Null,Null
N_20230501858602,VEH_50,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
20230501B467710_001,VEH_50,3,D_108,2023-05-01 19:00,0,1200.0,2023-05-01 20:00,Yes
,VEH_50,4,O_243,2023-05-01 21:30,0,1350.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_72,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467753_001,VEH_72,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
20230501B467936_001,VEH_72,3,D_108,2023-05-01 19:00,0,1200.0,2023-05-01 20:00,Yes
,VEH_72,4,O_243,2023-05-01 21:30,0,1350.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_62,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468015_001,VEH_62,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
20230501B467681_001,VEH_62,3,D_1,2023-05-01 20:46,973.99,2280,2023-05-02 14:00,Yes
,VEH_62,4,O_243,2023-05-02 16:58,0,2518.48,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_38,1,O_243,2023-05-01 00:00,0,Null,Null,Null
N_20230501842175,VEH_38,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
20230501B468023_001,VEH_38,3,D_109,2023-05-01 21:11,0,1331.03,2023-05-01 22:11,Yes
,VEH_38,4,O_243,2023-05-02 01:40,0,1600.4,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_51,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467714_001,VEH_51,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
20230501B468019_001,VEH_51,3,D_1,2023-05-01 20:46,973.99,2280,2023-05-02 14:00,Yes
,VEH_51,4,O_243,2023-05-02 16:58,0,2518.48,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_6,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467745_001,VEH_6,2,D_109,2023-05-01 03:08,892.5,1140,2023-05-01 19:00,Yes
,VEH_6,3,O_243,2023-05-01 22:29,0,1409.37,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_66,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467195_001,VEH_66,2,D_7,2023-05-01 00:52,1028.45,1140,2023-05-01 19:00,Yes
20230501B468111_001,VEH_66,3,D_108,2023-05-01 20:08,0,1267.6,2023-05-01 21:08,Yes
,VEH_66,4,O_243,2023-05-01 22:38,0,1417.61,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_63,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468051_001,VEH_63,2,D_1,2023-05-01 02:42,618.01,840,2023-05-01 14:00,Yes
20230501B467722_001,VEH_63,3,D_108,2023-05-01 15:43,137.41,1140,2023-05-01 19:00,Yes
,VEH_63,4,O_243,2023-05-01 20:30,0,1290.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_53,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468047_001,VEH_53,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
20230501B467473_002,VEH_53,3,D_1,2023-05-01 20:46,973.99,2280,2023-05-02 14:00,Yes
,VEH_53,4,O_243,2023-05-02 16:58,0,2518.48,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_68,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467764_001,VEH_68,2,D_109,2023-05-01 03:08,892.5,1140,2023-05-01 19:00,Yes
20230501B468212_001,VEH_68,3,D_109,2023-05-01 19:00,0,1200.0,2023-05-01 20:00,Yes
,VEH_68,4,O_243,2023-05-01 23:29,0,1469.37,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_56,1,O_243,2023-05-01 00:00,0,Null,Null,Null
N_20230501858834,VEH_56,2,D_1,2023-05-01 02:42,618.01,840,2023-05-01 14:00,Yes
20230501B467749_001,VEH_56,3,D_108,2023-05-01 15:43,137.41,1140,2023-05-01 19:00,Yes
,VEH_56,4,O_243,2023-05-01 20:30,0,1290.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_65,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B464985_001,VEH_65,2,D_1,2023-05-01 02:42,618.01,840,2023-05-01 14:00,Yes
,VEH_65,3,O_243,2023-05-01 16:58,0,1078.48,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_14,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468094_001,VEH_14,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
20230501B468039_001,VEH_14,3,D_108,2023-05-01 19:00,0,1200.0,2023-05-01 20:00,Yes
,VEH_14,4,O_243,2023-05-01 21:30,0,1350.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_73,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467884_001,VEH_73,2,D_184,2023-05-01 01:41,678.78,840,2023-05-01 14:00,Yes
,VEH_73,3,O_243,2023-05-01 15:50,0,1009.85,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_21,1,O_323,2023-05-01 00:00,0,Null,Null,Null
MF2305026192235,VEH_21,2,D_1221,2023-05-01 00:56,1024.03,1140,2023-05-01 19:00,Yes
20230501B467912_001,VEH_21,3,D_109,2023-05-01 20:50,0,1309.95,2023-05-01 21:50,Yes
MF2305026192239,VEH_21,4,D_1225,2023-05-01 23:26,814.02,2280,2023-05-02 14:00,Yes
,VEH_21,5,O_323,2023-05-02 14:43,0,2382.68,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_24,1,O_323,2023-05-01 00:00,0,Null,Null,Null
20230501B467904_001,VEH_24,2,D_108,2023-05-01 02:40,919.73,1140,2023-05-01 19:00,Yes
20230501B467908_001,VEH_24,3,D_1,2023-05-01 20:46,793.99,2100,2023-05-02 11:00,Yes
,VEH_24,4,O_323,2023-05-02 12:31,0,2251.4,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_14,1,O_323,2023-05-01 00:00,0,Null,Null,Null
20230501B467954_001,VEH_14,2,D_109,2023-05-01 01:20,1000.03,1140,2023-05-01 19:00,Yes
,VEH_14,3,O_323,2023-05-01 20:17,0,1277.2,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_68,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468106_001,VEH_68,2,D_109,2023-05-01 01:51,968.95,1140,2023-05-01 19:00,Yes
20230501B467991_001,VEH_68,3,D_109,2023-05-01 19:00,0,1200.0,2023-05-01 20:00,Yes
,VEH_68,4,O_326,2023-05-01 21:52,0,1372.36,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_63,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468169_001,VEH_63,2,D_109,2023-05-01 01:51,968.95,1140,2023-05-01 19:00,Yes
MF2305126290615,VEH_63,3,D_1595,2023-05-01 22:34,0,1413.83,2023-05-01 23:34,Yes
,VEH_63,4,O_326,2023-05-02 00:59,0,1558.65,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_73,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290595,VEH_73,2,D_1405,2023-05-01 01:37,983.41,1140,2023-05-01 19:00,Yes
MF2305126290603,VEH_73,3,D_1764,2023-05-01 22:07,892.67,2280,2023-05-02 14:00,Yes
20230501B467987_001,VEH_73,4,D_1,2023-05-02 14:58,182.17,2580,2023-05-02 19:00,Yes
,VEH_73,5,O_326,2023-05-02 20:25,0,2724.84,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_44,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319077,VEH_44,2,D_1593,2023-05-01 00:00,779.77,840,2023-05-01 14:00,Yes
20230501B468215_003,VEH_44,3,D_108,2023-05-01 14:53,0,952.86,2023-05-01 15:53,Yes
,VEH_44,4,O_326,2023-05-01 16:46,0,1066.18,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_56,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290563,VEH_56,2,D_1199,2023-05-01 00:28,392.11,480,2023-05-01 08:00,Yes
20230501B464949_001,VEH_56,3,D_1,2023-05-01 09:26,513.67,1140,2023-05-01 19:00,Yes
MF2305156308733,VEH_56,4,D_2075,2023-05-01 21:57,0,1377.13,2023-05-01 22:57,Yes
,VEH_56,5,O_326,2023-05-02 00:19,0,1518.53,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_29,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290579,VEH_29,2,D_2008,2023-05-01 01:29,991.38,1140,2023-05-01 19:00,Yes
,VEH_29,3,O_326,2023-05-01 20:12,0,1271.84,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_23,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468165_001,VEH_23,2,D_1,2023-05-01 01:26,994.09,1140,2023-05-01 19:00,Yes
20230501B467472_001,VEH_23,3,D_109,2023-05-01 19:41,0,1240.89,2023-05-01 20:41,Yes
,VEH_23,4,O_326,2023-05-01 22:33,0,1413.24,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_39,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290591,VEH_39,2,D_2010,2023-05-01 00:40,1039.55,1140,2023-05-01 19:00,Yes
MF2305126290583,VEH_39,3,D_2009,2023-05-01 20:14,0,1274.45,2023-05-01 21:14,Yes
,VEH_39,4,O_326,2023-05-01 22:06,0,1385.67,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_40,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467167_001,VEH_40,2,D_108,2023-05-01 00:53,547.39,660,2023-05-01 11:00,Yes
MF2305176319065,VEH_40,3,D_1593,2023-05-01 11:54,66.45,840,2023-05-01 14:00,Yes
,VEH_40,4,O_326,2023-05-01 14:00,0,900.25,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_7,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467173_001,VEH_7,2,D_1,2023-05-01 01:26,994.09,1140,2023-05-01 19:00,Yes
,VEH_7,3,O_326,2023-05-01 20:25,0,1284.84,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_34,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468350_001,VEH_34,2,D_37,2023-05-01 00:33,1046.53,1140,2023-05-01 19:00,Yes
,VEH_34,3,O_326,2023-05-01 19:25,0,1225.33,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_72,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290619,VEH_72,2,D_1631,2023-05-01 01:43,976.94,1140,2023-05-01 19:00,Yes
,VEH_72,3,O_326,2023-05-01 20:46,0,1305.6,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_55,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467183_001,VEH_55,2,D_109,2023-05-01 01:51,968.95,1140,2023-05-01 19:00,Yes
,VEH_55,3,O_326,2023-05-01 20:52,0,1312.36,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_15,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290567,VEH_15,2,D_2004,2023-05-01 00:52,728.2,840,2023-05-01 14:00,Yes
,VEH_15,3,O_326,2023-05-01 14:44,0,943.58,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_17,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319069,VEH_17,2,D_1593,2023-05-01 00:00,779.77,840,2023-05-01 14:00,Yes
MF2305316392523,VEH_17,3,D_2866,2023-05-01 15:43,0,1003.07,2023-05-01 16:43,Yes
,VEH_17,4,O_326,2023-05-01 18:20,0,1160.35,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_69,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290607,VEH_69,2,D_1631,2023-05-01 01:43,976.94,1140,2023-05-01 19:00,Yes
20230501B468346_001,VEH_69,3,D_108,2023-05-01 21:05,774.82,2100,2023-05-02 11:00,Yes
,VEH_69,4,O_326,2023-05-02 11:53,0,2213.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_33,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290587,VEH_33,2,D_1597,2023-05-01 00:44,1035.92,1140,2023-05-01 19:00,Yes
MF2305126290575,VEH_33,3,D_2007,2023-05-01 19:56,0,1256.13,2023-05-01 20:56,Yes
,VEH_33,4,O_326,2023-05-01 22:15,0,1395.08,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_31,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468328_001,VEH_31,2,D_109,2023-05-01 01:51,968.95,1140,2023-05-01 19:00,Yes
20230501B468251_001,VEH_31,3,D_109,2023-05-01 19:00,0,1200.0,2023-05-01 20:00,Yes
,VEH_31,4,O_326,2023-05-01 21:52,0,1372.36,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_54,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468157_001,VEH_54,2,D_108,2023-05-01 00:53,547.39,660,2023-05-01 11:00,Yes
20230501B468161_001,VEH_54,3,D_108,2023-05-01 11:00,0,720.0,2023-05-01 12:00,Yes
,VEH_54,4,O_326,2023-05-01 12:53,0,833.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_49,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290599,VEH_49,2,D_1658,2023-05-01 01:41,679.1,840,2023-05-01 14:00,Yes
MF2305126290611,VEH_49,3,D_1414,2023-05-01 15:26,154.07,1140,2023-05-01 19:00,Yes
,VEH_49,4,O_326,2023-05-01 19:38,0,1237.82,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_51,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290559,VEH_51,2,D_2003,2023-05-01 00:27,1052.86,1140,2023-05-01 19:00,Yes
20230501B468081_001,VEH_51,3,D_108,2023-05-01 19:55,845.4,2100,2023-05-02 11:00,Yes
,VEH_51,4,O_326,2023-05-02 11:53,0,2213.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_65,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468175_001,VEH_65,2,D_109,2023-05-01 01:51,968.95,1140,2023-05-01 19:00,Yes
MF2305126290571,VEH_65,3,D_1404,2023-05-01 21:43,916.75,2280,2023-05-02 14:00,Yes
,VEH_65,4,O_326,2023-05-02 14:44,0,2384.09,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_38,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319073,VEH_38,2,D_1593,2023-05-01 00:00,779.77,840,2023-05-01 14:00,Yes
,VEH_38,3,O_326,2023-05-01 14:00,0,900.25,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_5,1,O_349,2023-05-01 00:00,0,Null,Null,Null
M18385561,VEH_5,2,D_313,2023-05-01 02:51,608.56,840,2023-05-01 14:00,Yes
,VEH_5,3,O_349,2023-05-01 16:24,0,1044.03,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_23,1,O_349,2023-05-01 00:00,0,Null,Null,Null
M18386689,VEH_23,2,D_295,2023-05-01 00:52,728.36,840,2023-05-01 14:00,Yes
M18385556,VEH_23,3,D_329,2023-05-01 16:20,0,1039.89,2023-05-01 17:20,Yes
,VEH_23,4,O_349,2023-05-01 19:06,0,1206.45,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_17,1,O_352,2023-05-01 00:00,0,Null,Null,Null
MF2305036205372,VEH_17,2,D_1378,2023-05-01 01:38,0,158.15,2023-05-01 02:38,Yes
20230501B468264_001,VEH_17,3,D_1,2023-05-01 03:23,217.28,480,2023-05-01 08:00,Yes
,VEH_17,4,O_352,2023-05-01 09:06,0,606.48,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_6,1,O_352,2023-05-01 00:00,0,Null,Null,Null
MF2305036206350,VEH_6,2,D_1472,2023-05-01 02:36,624.2,840,2023-05-01 14:00,Yes
MF2305036205380,VEH_6,3,D_1442,2023-05-01 14:27,213.08,1140,2023-05-01 19:00,Yes
,VEH_6,4,O_352,2023-05-01 21:24,0,1343.73,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_18,1,O_352,2023-05-01 00:00,0,Null,Null,Null
20230501B468268_001,VEH_18,2,D_108,2023-05-01 02:41,0,220.63,2023-05-01 03:41,Yes
MF2305036210373,VEH_18,3,D_1503,2023-05-01 06:50,670.33,1140,2023-05-01 19:00,Yes
,VEH_18,4,O_352,2023-05-01 20:06,0,1266.17,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_18,1,O_376,2023-05-01 00:00,0,Null,Null,Null
MF2305026196633,VEH_18,2,D_1282,2023-05-01 01:41,679.04,840,2023-05-01 14:00,Yes
MF2305186334071,VEH_18,3,D_2233,2023-05-01 17:33,26.62,1140,2023-05-01 19:00,Yes
,VEH_18,4,O_376,2023-05-01 21:35,0,1354.7,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_17,1,O_376,2023-05-01 00:00,0,Null,Null,Null
20230501B468031_001,VEH_17,2,D_109,2023-05-01 01:45,974.66,1140,2023-05-01 19:00,Yes
20230501B468027_001,VEH_17,3,D_1,2023-05-01 19:42,677.81,1920,2023-05-02 08:00,Yes
,VEH_17,4,O_376,2023-05-02 10:02,0,2101.8,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_5,1,O_376,2023-05-01 00:00,0,Null,Null,Null
MF2305186334061,VEH_5,2,D_2228,2023-05-01 01:16,1003.57,1140,2023-05-01 19:00,Yes
,VEH_5,3,O_376,2023-05-01 20:17,0,1277.14,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_16,1,O_376,2023-05-01 00:00,0,Null,Null,Null
20230501B467848_001,VEH_16,2,D_1,2023-05-01 02:00,300.16,480,2023-05-01 08:00,Yes
,VEH_16,3,O_376,2023-05-01 10:02,0,661.8,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_15,1,O_376,2023-05-01 00:00,0,Null,Null,Null
20230501B467852_001,VEH_15,2,D_109,2023-05-01 01:45,974.66,1140,2023-05-01 19:00,Yes
20230501B467923_001,VEH_15,3,D_108,2023-05-01 21:12,0,1331.64,2023-05-01 22:12,Yes
,VEH_15,4,O_376,2023-05-02 01:30,0,1589.59,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_4,1,O_448,2023-05-01 00:00,0,Null,Null,Null
MF2305036201428,VEH_4,2,D_1405,2023-05-01 02:57,0,237.21,2023-05-01 03:57,Yes
,VEH_4,3,O_448,2023-05-01 06:38,0,457.53,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_48,1,O_448,2023-05-01 00:00,0,Null,Null,Null
MF2305036201420,VEH_48,2,D_1396,2023-05-01 02:10,0,189.72,2023-05-01 03:10,Yes
MF2305036201424,VEH_48,3,D_1401,2023-05-01 03:45,195.0,480,2023-05-01 08:00,Yes
,VEH_48,4,O_448,2023-05-01 09:56,0,655.52,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_1,1,O_448,2023-05-01 00:00,0,Null,Null,Null
MF2305036203581,VEH_1,2,D_1432,2023-05-01 01:02,358.04,480,2023-05-01 08:00,Yes
MF2305266367789,VEH_1,3,D_2648,2023-05-01 10:48,0,707.69,2023-05-01 11:48,Yes
,VEH_1,4,O_448,2023-05-01 13:57,0,897.47,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_16,1,O_448,2023-05-01 00:00,0,Null,Null,Null
MF2305266367738,VEH_16,2,D_2643,2023-05-01 02:45,434.71,660,2023-05-01 11:00,Yes
,VEH_16,3,O_448,2023-05-01 13:45,0,884.67,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_34,1,O_448,2023-05-01 00:00,0,Null,Null,Null
MF2305036201415,VEH_34,2,D_1397,2023-05-01 02:08,652.31,840,2023-05-01 14:00,Yes
,VEH_34,3,O_448,2023-05-01 15:49,0,1009.17,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_11,1,O_466,2023-05-01 00:00,0,Null,Null,Null
20230501B468375_001,VEH_11,2,D_1,2023-05-01 02:06,654.38,840,2023-05-01 14:00,Yes
,VEH_11,3,O_466,2023-05-01 16:03,0,1022.96,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_19,1,O_466,2023-05-01 00:00,0,Null,Null,Null
20230501B468380_001,VEH_19,2,D_108,2023-05-01 03:38,862.47,1140,2023-05-01 19:00,Yes
,VEH_19,3,O_466,2023-05-01 22:34,0,1414.46,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_14,1,O_578,2023-05-01 00:00,0,Null,Null,Null
20230501B467995_001,VEH_14,2,D_109,2023-05-01 02:22,937.82,1140,2023-05-01 19:00,Yes
20230501B468059_001,VEH_14,3,D_1,2023-05-01 19:42,1037.81,2280,2023-05-02 14:00,Yes
,VEH_14,4,O_578,2023-05-02 15:46,0,2445.97,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_13,1,O_578,2023-05-01 00:00,0,Null,Null,Null
MF2305056258381,VEH_13,2,D_1609,2023-05-01 02:22,938.47,1140,2023-05-01 19:00,Yes
,VEH_13,3,O_578,2023-05-01 20:58,0,1317.56,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_0,1,O_580,2023-05-01 00:00,0,Null,Null,Null
20230501B468153_001,VEH_0,2,D_108,2023-05-01 01:10,710.02,840,2023-05-01 14:00,Yes
,VEH_0,3,O_580,2023-05-01 15:01,0,961.33,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_12,1,O_603,2023-05-01 00:00,0,Null,Null,Null
20230501B468226_001,VEH_12,2,D_108,2023-05-01 01:02,717.92,840,2023-05-01 14:00,Yes
20230501B467163_004,VEH_12,3,D_115,2023-05-01 14:50,190.38,1140,2023-05-01 19:00,Yes
,VEH_12,4,O_603,2023-05-01 20:00,0,1260.44,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_13,1,O_603,2023-05-01 00:00,0,Null,Null,Null
20230501B468238_001,VEH_13,2,D_109,2023-05-01 01:51,488.53,660,2023-05-01 11:00,Yes
20230501B467162_001,VEH_13,3,D_1,2023-05-01 11:42,377.81,1140,2023-05-01 19:00,Yes
,VEH_13,4,O_603,2023-05-01 20:27,0,1287.25,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_8,1,O_603,2023-05-01 00:00,0,Null,Null,Null
20230501B468234_001,VEH_8,2,D_1,2023-05-01 01:26,993.67,1140,2023-05-01 19:00,Yes
,VEH_8,3,O_603,2023-05-01 20:27,0,1287.25,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_2,1,O_603,2023-05-01 00:00,0,Null,Null,Null
20230501B468230_001,VEH_2,2,D_108,2023-05-01 01:02,717.92,840,2023-05-01 14:00,Yes
,VEH_2,3,O_603,2023-05-01 15:02,0,962.37,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_17,1,O_603,2023-05-01 00:00,0,Null,Null,Null
20230501B468179_001,VEH_17,2,D_109,2023-05-01 01:51,488.53,660,2023-05-01 11:00,Yes
20230501B468360_001,VEH_17,3,D_115,2023-05-01 12:50,309.86,1140,2023-05-01 19:00,Yes
,VEH_17,4,O_603,2023-05-01 20:00,0,1260.44,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_6,1,O_603,2023-05-01 00:00,0,Null,Null,Null
20230501B467918_001,VEH_6,2,D_108,2023-05-01 01:02,717.92,840,2023-05-01 14:00,Yes
,VEH_6,3,O_603,2023-05-01 15:02,0,962.37,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_19,1,O_603,2023-05-01 00:00,0,Null,Null,Null
20230501B468183_001,VEH_19,2,D_108,2023-05-01 01:02,717.92,840,2023-05-01 14:00,Yes
,VEH_19,3,O_603,2023-05-01 15:02,0,962.37,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_18,1,O_629,2023-05-01 00:00,0,Null,Null,Null
20230501B468077_001,VEH_18,2,D_1,2023-05-01 01:04,1016.48,1140,2023-05-01 19:00,Yes
20230501B468085_003,VEH_18,3,D_109,2023-05-01 19:41,1039.11,2280,2023-05-02 14:00,Yes
,VEH_18,4,O_629,2023-05-02 15:26,0,2426.36,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_5,1,O_629,2023-05-01 00:00,0,Null,Null,Null
20230501B468043_001,VEH_5,2,D_108,2023-05-01 01:11,1008.74,1140,2023-05-01 19:00,Yes
,VEH_5,3,O_629,2023-05-01 20:09,0,1269.39,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_66,1,O_673,2023-05-01 00:00,0,Null,Null,Null
20230501B467839_001,VEH_66,2,D_1,2023-05-01 02:27,633.18,840,2023-05-01 14:00,Yes
